author,title,subtitle,year,author_gender,pseudonym,genre,general_genre,genre1,genre2,genre3,genre4,genre5,canon,narration,characters,city,source,separate_edition,has_text,file_name,characters_clean,char_nan,char_дворяне,char_аристократы,char_разночинцы,char_легендарные_исторические_фигуры,char_военные,char_крестьяне,char_купцы,char_чиновники,char_народности_и_этнические_группы,char_криминальный_мир,char_революционеры,char_духовенство,char_творческие_люди,char_рабочие,char_женщины,char_помещики,char_другое,char_горожане,char_сектанты,char_мещане,char_казаки,char_бояре,char_студенты,char_мифическое,char_князья,char_учителя,char_моряки,char_эмигранты,char_придворная_знать,char_семейная_пара,char_рыцари,char_графы,char_слуги,char_врачи,char_ученые,char_types_count,has_char_info
"Хрущев-Сокольников, Гавриил Александрович",Стенька Разин,Исторический роман,1886,мужской,0,исторический,исторический,,,,,,0,3 лицо,['легендарные исторические фигуры'],Санкт-Петербург,Отд. изд.,1,0,,['легендарные исторические фигуры'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Хрущев-Сокольников, Гавриил Александрович",Рубцов возвратился,роман,1886,мужской,0,,,,,,,,0,,['nan'],,Свет,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Хрущев-Сокольников, Гавриил Александрович",Петербургские крокодилы,Роман в 4 частях с прологами,1886,мужской,0,,,,,,,,0,3 лицо,['nan'],,Свет,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Хрущев-Сокольников, Гавриил Александрович",Герои и предатели,русский исторический роман XVIII века.,1886,мужской,0,,,,,,,,0,3 лицо,['nan'],,Свет,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Хрущев-Сокольников, Гавриил Александрович",Чудо-богатырь,Исторический роман,1886,мужской,0,"исторический роман, xviii в.",исторический,,,,,,0,3 лицо,"['военные', 'легендарные исторические фигуры']",Санкт-Петербург,Отд. изд.,1,0,,"['военные', 'легендарные исторические фигуры']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Шапир, Ольга Андреевна",Без любви,Роман,1886,женский,0,"социально-психологический, любовный",социальный,,,,,,0,3 лицо,"['чиновники', 'разночинцы']",,Вестник Европы,0,0,,"['чиновники', 'разночинцы']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Шаховская, Людмила Дмитриевна",Молодость Цезаря Октавиана Августа,исторический роман,1886,женский,0,исторический,исторический,,,,,,0,3 лицо,['легендарные исторические фигуры'],Москва,Отд. изд.,1,0,,['легендарные исторические фигуры'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Шаховская, Людмила Дмитриевна",Под властью Тиверия,роман,1886,женский,0,исторический,исторический,,,,,,0,3 лицо,['легендарные исторические фигуры'],Москва,Отд. изд.,1,0,,['легендарные исторические фигуры'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Шкляревский, Александр Андреевич",Новая метла,Уголовный роман,1886,мужской,0,"уголовный, детективный",криминальный,,,,,,0,3 лицо,['аристократы'],Санкт-Петербург,Отд. изд.,1,0,,['аристократы'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Щепкина, Александра Владимировна",На заре,Очерк из быта времен Елизаветы,1886,женский,0,исторический,исторический,,,,,,0,3 лицо,['дворяне'],Москва,Отд. изд.,1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Ясинский, Иероним Иеронимович",Путеводная звезда,,1886,мужской,0,социально-психологический,социальный,,,,,,0,3 лицо,['nan'],Киев,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Ясинский, Иероним Иеронимович",Старый сад,,1886,мужской,0,социально-психологический,социальный,социально-психологический,бытовой,,,,0,3 лицо,"['дворяне', 'крестьяне']",Киев,Отд. изд.,1,1,yasinskij_i_staryj_sad_1886.txt,"['дворяне', 'крестьяне']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Ясинский, Иероним Иеронимович",Иринарх Плутархов,роман,1886,мужской,0,сатирический роман-памфлет,юмористический,,,,,,0,3 лицо,['писатели. критики'],,Новь,0,0,,['творческие люди'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Баранцевич, Казимир Станиславович",Раба,Роман,1887,мужской,0,бытописательный роман,описательный,,,,,,0,1 лицо,['чиновник'],,Дело,0,0,,['чиновники'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Безродная, Юлия Ивановна",Минувшее,роман в духе семейной хроники,1887,женский,0,"семейный, автобиография, социально-психологический",семейный,,,,,,0,3 лицо,"['современная женщина', 'чиновники', 'поэты']",,Северный вестник,0,0,,"['женщины', 'чиновники', 'творческие люди']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,True
"Бибиков, Виктор Иванович",Чистая любовь,роман,1887,мужской,0,натуралистический,социальный,,,,,,0,3 лицо,['дочь чиновника'],Санкт-Петербург,Отд. изд.,1,0,,['женщины'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Боборыкин, Петр Дмитриевич",Из новых,роман,1887,мужской,0,соц.-психологический,социальный,,,,,,0,3 лицо,"['дворяне', 'интеллигенция']",Санкт-Петербург,Вестник Европы,1,0,,"['дворяне', 'разночинцы']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Боборыкина, Софья Александровна",Своим трудом,роман,1887,женский,0,"социальный, богема",социальный,,,,,,0,,['актеры'],Санкт-Петербург,Новь,1,0,,['творческие люди'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Вашков, Иван Андреевич",Жертва прихоти,роман-фельетон,1887,мужской,0,сатирический,юмористический,,,,,,0,,['nan'],Москва,Московский листок,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Голицын (Муравлин), Дмитрий Петрович",Около любви,роман,1887,мужской,0,социально-психологический,социальный,,,,,,0,,['дворяне'],Санкт-Петербург,Отд. изд.,1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Головин (Орловский), Константин Федорович",Молодежь,роман,1887,мужской,1,социальнно-психологический,социальный,,,,,,0,,['nan'],Москва,Русский вестник,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Григорович, Дмитрий Васильевич",Петербург прошлого времени,роман,1887,мужской,0,"социально-психологический, петербург",социальный,,,,,,0,1 лицо,['горожане петербурга'],Москва,Русская мысль,1,0,,['горожане'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Казина, Александра Никандровна",Чья вина?,роман,1887,женский,0,"семейный , социально-психологический",семейный,,,,,,0,3 лицо,['дворяне среднего достатка'],Санкт-Петербург,Северный вестник,1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Кашкаров, Иван Дмитриевич",Обновленная жизнь: Посвящается русскому дворянству,Роман в 4 частях,1887,мужской,0,соц.-психологический,социальный,,,,,,0,3 лицо,"['дворяне', 'крестьяне']",Санкт-Петербург,Отд. изд.,1,0,,"['дворяне', 'крестьяне']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Кондратьев, Иван Кузьмич",Церковная крамольница,Исторический роман в 3 ч. из эпохи старообрядческих смут,1887,мужской,0,исторический,исторический,,,,,,0,3 лицо,['старообрядцы'],Москва,Отд. изд.,1,0,,['сектанты'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Лобковская, Софья Михайловна",Дочь священника,роман,1887,женский,0,соц.-психологический,социальный,,,,,,0,3 лицо,['женщины'],,Всемирная иллюстрация,0,0,,['женщины'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Лунин, Виктор Алексеевич","Купленный выстрел, или Шайка отравителей",уголовный роман,1887,мужской,0,уголовный,криминальный,,,,,,0,3 лицо,['nan'],Москва,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Макашовский, Н.","Измена графини, или Самоубийство из мести",Уголовный роман,1887,мужской,0,,,,,,,,0,3 лицо,['nan'],Москва,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Мордовцев, Даниил Лукич",Кум Иван,Историческая быль,1887,мужской,0,историческая повесть,исторический,исторический,этнографический,авантюрный,,,0,3 лицо,['легендарные исторические фигуры'],,Исторический вестник,0,1,mordovzev_d_kum_ivan_1887.txt,['легендарные исторические фигуры'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Мордовцев, Даниил Лукич",Из прошлого,Роман. 4 ч.,1887,мужской,0,исторический,исторический,,,,,,0,1 лицо,['дворяне'],Санкт-Петербург,Отд. изд.,1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Окрейц, Станислав Станиславович",Преступник,Роман,1887,мужской,0,,,,,,,,0,,['nan'],Санкт-Петербург,Луч,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Пазухин, Николай Михайлович",Боярин Орша или Страшная месть отца,роман,1887,мужской,0,переработка произ. м.ю. лермонтова,,,,,,,0,3 лицо,['nan'],Москва,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Пазухин, Николай Михайлович",Князь Скопин Шуйский,роман,1887,мужской,0,исторический,исторический,,,,,,0,3 лицо,['легендарные исторические фигуры'],Москва,Отд. изд.,1,0,,['легендарные исторические фигуры'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Пазухин, Николай Михайлович",Страшная месть,Историческая повесть из жизни южных славян,1887,мужской,0,исторический,исторический,,,,,,0,3 лицо,"['народности и этнические группы', 'южные славяне']",Москва,Отд. изд.,1,0,,['народности и этнические группы'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Позняк, Дмитрий Михайлович",Сквозь огонь страсти,роман,1887,мужской,0,светский,светский,,,,,,0,1 лицо,['аристократы'],Москва,Русский вестник,1,0,,['аристократы'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Прохоров-Риваль, Владимир Алексеевич",Московский полусвет,роман,1887,мужской,1,социально-психологический,социальный,,,,,,0,3 лицо,['кокотки'],,Новости дня,0,0,,['женщины'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Прохоров-Риваль, Владимир Алексеевич",Под звон цепей,роман из жизни ссыльнокаторжных,1887,мужской,1,"любовный, криминальный",любовный,,,,,,0,3 лицо,['каторжные'],,Новости дня,0,0,,['криминальный мир'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Салиас, Евгений Андреевич",Донские гишпанцы,Историческая повесть,1887,мужской,1,исторический,исторический,исторический,этнографический,авантюрный,военный,,0,3 лицо,"['барская конфедерация', 'польша']",Санкт-Петербург,Исторический вестник,1,1,salias-de-turnemir_e_donskie_gishpanzy_1887.txt,['легендарные исторические фигуры'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Салиас, Евгений Андреевич",Яун-Кундзе,роман,1887,мужской,1,исторический роман,исторический,исторический,этнографический,авантюрный,,,0,3 лицо,"['дворяне', 'аристократия прошлого', 'легендарные исторические фигуры']",Москва,Нива,1,1,salias-de-turnemir_e_yaun-kundze_1887.txt,"['дворяне', 'аристократы', 'легендарные исторические фигуры']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,True
"Северин, Н.",Брошенные,роман,1887,женский,1,иронический,юмористический,,,,,,0,3 лицо,['передовая женщина'],,Живописное обозрение,0,0,,['революционеры'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Седельников, Николай Михайлович","Жизнь, что морская пучина",роман,1887,мужской,0,уголовный роман; авантюры,криминальный,,,,,,0,,['nan'],Москва,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Соколов, Александр Алексеевич",Бородино,Исторический роман,1887,мужской,1,исторический,исторический,,,,,,0,3 лицо,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Соколов, Александр Алексеевич","По локоть в золоте, по локоть в крови",Роман в 2 ч.,1887,мужской,1,уголовный,криминальный,,,,,,0,,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Соловьев, Всеволод Сергеевич",Последние Горбатовы,Роман семидесятых годов,1887,мужской,0,исторический,исторический,исторический,семейный,хроникальный,психологический,,0,3 лицо,['nan'],Санкт-Петербург,Отд. изд. (СС),1,1,solovev_v_poslednie_gorbatovy_1887.txt,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Стахеев, Дмитрий Иванович",Студенты,роман,1887,мужской,0,,,,,,,,0,1 лицо,['nan'],,Новь,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Тур, Евгения",Дети короля Людовика XVI,,1887,женский,1,исторический,исторический,,,,,,0,3 лицо,['легендарные исторические фигуры'],Москва,Отд. изд.,1,0,,['легендарные исторические фигуры'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Филиппов, Михаил Авраамович",Под небом Украйны,Историческая повесть,1887,мужской,0,исторический,исторический,,,,,,0,3 лицо,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Хрущев-Сокольников, Гавриил Александрович",Пугачев,Исторический роман-хроника,1887,мужской,0,,,,,,,,0,3 лицо,['nan'],,Свет,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Хрущев-Сокольников, Гавриил Александрович",Робинзоны,фантастический роман,1887,мужской,0,,,,,,,,0,3 лицо,['nan'],,Звезда,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Шеллер-Михайлов, Александр Константинович",Алчущие,роман,1887,мужской,1,социально-психологический,социальный,социально-психологический,идеологический,нравоописательный,,,0,3 лицо,['дворяне'],,Живописное обозрение,0,1,sheller-mikhajlov_a_alchushie_1887.txt,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Эвальд, Аркадий Васильевич",Из-за наследства,Уголовный роман,1887,мужской,0,детективный,криминальный,,,,,,0,3 лицо,['nan'],,Петербургский Листок,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Ясинский, Иероним Иеронимович",Старый друг,роман,1887,мужской,0,,,,,,,,0,,['nan'],,Вестник Европы,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Ясинский, Иероним Иеронимович",Великий человек,роман,1887,мужской,0,,,,,,,,0,,['nan'],,Новь,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Аничкова, Идалия Мечиславовна",Наташа Озерова,Роман из современных русских нравов,1888,женский,0,,,,,,,,0,,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Анютин, М.",Наших полей ягоды,повесть,1888,мужской,1,соц.-психологический,социальный,социально-психологический,бытовой,крестьянский,,,0,3 лицо,"['дворяне', 'духовенство', 'свещенники']",,Русская мысль,0,1,remezov_m_nashikh_polej_yagody_1888.txt,"['дворяне', 'духовенство']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Апраксин, Александр Дмитриевич",Алзаковы,роман из великосветского быта,1888,мужской,0,социально-психологический,социальный,,,,,,0,3 лицо,['аристократия прошлого'],Санкт-Петербург,Отд. изд.,1,0,,['аристократы'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Березин, Владимир Петрович",Под чужим флагом,роман,1888,мужской,0,,,,,,,,0,,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Вашков, Иван Андреевич",Кровь за кровь,роман,1888,мужской,0,детективный,криминальный,,,,,,0,,['nan'],Москва,Московский листок,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Волокос, А. (псевдоним)",За что ее убили,Роман в 2 частях,1888,мужской,1,уголовный,криминальный,,,,,,0,3 лицо,['криминальный мир'],Санкт-Петербург,Отд. изд.,1,0,,['криминальный мир'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Вольский, А.",Жена,роман,1888,женский,1,,,,,,,,0,,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Ге, Григорий Николаевич",Софья Малич: между старым и новым,роман в 4-х ч,1888,мужской,0,соц.-психологический,социальный,,,,,,0,3 лицо,['еврейка протагонист'],Санкт-Петербург,Отд. изд.,1,0,,['женщины'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Данилевский, Григорий Петрович",Черный год,роман,1888,мужской,0,исторический,исторический,,,,,,0,3 лицо,['легендарные исторические фигуры'],,Русская мысль,0,0,,['легендарные исторические фигуры'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Добров, Ф.","Владимир Красное Солнышко, или девятьсот лет назад",роман,1888,мужской,1,исторический,исторический,,,,,,0,,"['аристократия прошлого', 'легендарные исторические фигуры']",Санкт-Петербург,Отд. изд.,1,0,,"['аристократы', 'легендарные исторические фигуры']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Добров, Ф.",Перст судьбы,роман,1888,мужской,1,социальный,социальный,,,,,,0,,['разночинцы'],Санкт-Петербург,Отд. изд.,1,0,,['разночинцы'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Дубровина, Екатерина Оскаровна",Мертвецы-мстители,роман,1888,женский,0,"готический роман, ужасы",фантастический,,,,,,0,,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Дубровина, Екатерина Оскаровна",Рухнувший великан,Исторический роман XV века,1888,женский,0,исторический,исторический,,,,,,0,,['nan'],,Живописное обозрение,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Загуляев, Михаил Андреевич",Просветлённые,роман,1888,мужской,0,исторический,исторический,,,,,,0,,['nan'],,Новое время,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
Зео,Первая жена,роман в 2-х частях,1888,женский,1,социально-психологический,социальный,,,,,,0,,['nan'],,Новорос. Телеграф,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Иванов, Федор Константинович",Убийство в Зарядье,роман из уголовной хроники,1888,мужской,0,"исторический, уголовный",исторический,,,,,,0,,['криминальный мир'],,Московский листок,0,0,,['криминальный мир'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Иогель/Йогель, Михаил Константинович",Царевна Софья,роман,1888,мужской,0,исторический,исторический,,,,,,0,,['nan'],Москва,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Каратыгин, Петр Петрович",Дела давно минувших дней,роман,1888,мужской,0,исторический,исторический,,,,,,0,,['легендарные исторические фигуры'],Санкт-Петербург,Отд. изд.,1,0,,['легендарные исторические фигуры'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Каренин, Владимир",Муся,роман в 2-х частях,1888,женский,1,любовный,любовный,,,,,,0,3 лицо,['дворяне'],,Вестник Европы,0,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Кашкаров, Иван Дмитриевич",Без вести пропавший,Роман: В 2 ч.,1888,мужской,0,соц.-психологический,социальный,,,,,,0,,"['дворяне', 'крестьяне']",Санкт-Петербург,Отд. изд.,1,0,,"['дворяне', 'крестьяне']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Кашкаров, Иван Дмитриевич",Дворянин Сумский,Роман,1888,мужской,0,соц.-психологический,социальный,,,,,,0,,"['дворяне', 'крестьяне']",Санкт-Петербург,Отд. изд.,1,0,,"['дворяне', 'крестьяне']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Кондратьев, Иван Кузьмич",Салтычиха,"повесть в 3 ч., с эпилогом, из уголовных хроник XVIII в.",1888,мужской,0,"исторический, соц.-психологический",исторический,исторический,социально-психологический,бытовой,уголовный,,0,3 лицо,"['дворяне', 'крестьяне']",Москва,Развлечение,1,1,kondratev_i_saltychikha_1888.txt,"['дворяне', 'крестьяне']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Коялович, Михаил Михайлович",Неоконсерваторы,na,1888,мужской,0,исторический,исторический,,,,,,0,,['nan'],,Правда,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
