author,title,subtitle,year,author_gender,pseudonym,genre,general_genre,genre1,genre2,genre3,genre4,genre5,canon,narration,characters,city,source,separate_edition,has_text,file_name,characters_clean,char_nan,char_дворяне,char_аристократы,char_разночинцы,char_легендарные_исторические_фигуры,char_военные,char_крестьяне,char_купцы,char_чиновники,char_народности_и_этнические_группы,char_криминальный_мир,char_революционеры,char_духовенство,char_творческие_люди,char_рабочие,char_женщины,char_помещики,char_другое,char_горожане,char_сектанты,char_мещане,char_казаки,char_бояре,char_студенты,char_мифическое,char_князья,char_учителя,char_моряки,char_эмигранты,char_придворная_знать,char_семейная_пара,char_рыцари,char_графы,char_слуги,char_врачи,char_ученые,char_types_count,has_char_info
"Эмин, Федор Александрович","Награждённая постоянность, или Приключения Лизарка и Сарманды",Сочинения Федора Эмина,1763,мужской,0,любовный,любовный,,,,,,0,3 лицо,['дворяне'],Санкт-Петербург,Отд. изд.,1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Эмин, Федор Александрович","Непостоянная фортуна, или Похождения Мирамонда",,1763,мужской,0,авантюрный,приключенческий,,,,,,0,3 лицо,['дворяне'],Санкт-Петербург,Отд. изд.,1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Эмин, Федор Александрович","Приключения Фемистокла и разные политические, гражданские, философические, физические и военные его с сыном своим разговоры, постоянная жизнь и жестокость фортуны, его гонящей",,1763,мужской,0,исторический,исторический,,,,,,0,3 лицо,['легендарные исторические фигуры'],Санкт-Петербург,Отд. изд.,1,0,,['легендарные исторические фигуры'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Чулков, Михаил Дмитриевич","Пересмешник, или Славенские сказки",,1766,мужской,0,,,авантюрный,сатирический,плутовской,фольклорный,,0,3 лицо,['духовенство'],Санкт-Петербург,Отд. изд.,1,1,chulkov_m_peresmeshnik_ili_slavenskie_skazki_1766.txt,['духовенство'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Эмин, Федор Александрович",Письма Эрнеста и Доравры,,1766,мужской,0,"философский, любовный",философский,,,,,,0,в письмах,['дворяне'],Санкт-Петербург,Отд. изд.,1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Херасков, Михаил Матвеевич","Нума, или процветающий Рим",,1768,мужской,0,философский,философский,,,,,,0,3 лицо,"['легендарные исторические фигуры', 'аристократия прошлого']",Москва,Отд. изд.,1,0,,"['легендарные исторические фигуры', 'аристократы']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Попов, Михаил Иванович","Славянские древности, или Приключения славянских князей",,1770,мужской,0,"псевдоисторический, волшебная сказка, галантный роман, рыцарский роман",исторический,,,,,,0,3 лицо,['князья'],Санкт-Петербург,Отд. изд.,1,0,,['князья'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,True
"Чулков, Михаил Дмитриевич","Пригожая повариха, или Похождение развратной женщины",,1770,мужской,0,"любовный, авантюрный",любовный,любовный,авантюрный,плутовской,бытовой,,0,1 лицо,"['дворяне', 'помещики']",Санкт-Петербург,Отд. изд.,1,1,chulkov_m_prigozhaya_povarikha_ili_pokhozhdenie_razvratnoj_zhenshiny_1770.txt,"['дворяне', 'помещики']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Игнатьев, Семен Егорович",Похождение новомодной красавицы Гуланданы и храброго принца Барама,"Сочиненное Диларгетом, секретарем тифлисским, а переведено с грузинского языка московского университета информатором Семеном Игнатьевым",1773,мужской,0,"фантастический, авантюрный, любовный",фантастический,,,,,,0,3 лицо,"['принцы', 'принцессы', 'короли', 'королевы и другие представители придворной знати']",Санкт-Петербург,Отд. изд.,1,0,,['придворная знать'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True
"Назарьев, Александр Петрович","Несчастный Никанор, или Приключение жизни российского дворянина Н********",,1775,мужской,0,,,авантюрный,сентиментальный,нравоучительный,,,0,3 лицо,['дворяне'],Санкт-Петербург,Отд. изд.,1,1,nazarev_a_neschastnyj_nikanor_ili_priklyuchenie_zhizni_rossijskogo_dvoryanina_n_1775.txt,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Веревкин, Михаил Иванович",Небылица,,1778,мужской,0,любовный,любовный,,,,,,0,3 лицо,['крестьяне'],Санкт-Петербург,Отд. изд.,1,0,,['крестьяне'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
Иермонах Аполлос,"Лишенный зрения Ураний, несчастный государь",Священная повесть,1779,мужской,1,"философский, нравоучительный",философский,,,,,,0,3 лицо,['аристократия прошлого'],Москва,Отд. изд.,1,0,,['аристократы'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Аполлос, епископ Архангельский и Холмогорский",Неразрывный союз двух братьев,Повесть из любомудрия почерпнутая,1780,мужской,1,"философский, нравоучительный",философский,,,,,,0,3 лицо,['nan'],Москва,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Богданович, Петр Иванович","Дикий человек, смеющийся учености и нравам нынешнего света",,1781,мужской,0,критика,,сатирический,философский,нравоучительный,просветительский,,0,3 лицо,['nan'],Санкт-Петербург,Отд. изд.,1,1,bogdanovich_p_dikij_chelovek_smeyushijsya_uchenosti_i_nravam_nyneshnego_sveta_1781.txt,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Комаров, Матвей",Повесть о приключении английского милорда Георга и бранденбургской маркграфини Фредерики Луизы,изданная М.К.,1782,мужской,0,"авантюрный, любовный",приключенческий,авантюрный,любовный,приключенческий,,,0,1 лицо,['nan'],Санкт-Петербург,Отд. изд.,1,1,komarov_m_povest_o_priklyuchenii_aglinskogo_milorda_georga_i_o_brandeburgskoj_markgrafine_friderike-luize_1782.txt,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Лазаревич, Василий Васильевич",Добродетельная Розана,сочиненная В.Л.,1782,мужской,0,,,,,,,,0,3 лицо,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Аполлос, епископ Архангельский и Холмогорский",Кто есть истинный друг,иносказательное с нравоучением повествование,1783,мужской,1,"философский, нравоучительный, аллегорический",философский,философский,нравоучительный,религиозный,,,0,3 лицо,['nan'],Москва,Отд. изд.,1,1,bajbakov_a_kto_est_istinnyj_drug_1783.txt,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Левшин, Василий Алексеевич",Досадное пробуждение,,1783,мужской,0,"сатирический, бытовой",юмористический,,,,,,0,3 лицо,['чиновники'],Москва,Отд. изд.,1,0,,['чиновники'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Левшин, Василий Алексеевич",Повесть о новомодном дворянине,,1783,мужской,0,сатирический,юмористический,,,,,,0,3 лицо,['дворяне'],Москва,Отд. изд.,1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Левшин, Василий Алексеевич",Новейшее путешествие,фрагменты,1784,мужской,0,утопический,утопический,утопический,философский,сатирический,просветительский,,0,3 лицо,['nan'],Санкт-Петербург,Собеседник [журнал],1,1,levshin_v_novejshee_puteshestvie_sochinennoe_v_gorode_beleve_1784.txt,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Неелова, Наталья Алексеевна","Лейнард и Термилия, или Злосчастная судьба даух любовников",Сочинение девицы Н. Н.; Иждивением Н. Новикова и Компании,1784,женский,0,сентиментальная повесть,любовный,сентиментальный,любовный,нравоучительный,,,0,3 лицо,[],Москва,Отд. изд.,1,1,neelova_n_lejnard_i_termiliya_ili_zloschastnaya_sudba_daukh_lyubovnikov_1784.txt,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Щербатов, Михаил Михайлович","Путешествие в землю Офирскую господина С..., шведского дворянина",,1784,мужской,0,социально-психологический,социальный,,,,,,0,1 лицо,['дворяне'],Санкт-Петербург,Отд. изд. (СС),1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Новиков, Иван Алексеевич","Похождение Ивана гостиного сына, и другие повести и сказки",,1785,мужской,0,авантюрно-плутовской,приключенческий,,,,,,0,,[],Санкт-Петербург,Отд. изд.,1,0,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Лазинский, Федор","Повесть дворянина T.L. Орлеанской провинции, писанная им самим о жизни деда, отца и своей.",переведенная с немецкого языка Ф. Лазинским,1786,мужской,0,,,,,,,,0,1 лицо,['дворяне'],Москва,Отд. изд.,1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Протопопов, Василий Михайлович","Лабиринт волшебства, или Удивительные приключения востояных принцев",Сочинение В. П.,1786,мужской,0,"авантюрный, мотивы волшебно-рыцарского романа, фр. волшебных сказок",приключенческий,,,,,,0,3 лицо,"['волшебник', 'фея']",Москва,Отд. изд.,1,0,,['мифическое'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,True
"Эмин, Николай Федорович",Роза,полусправедливая повесть,1786,мужской,0,социально-психологический,социальный,,,,,,0,в письмах,['аристократия прошлого'],Санкт-Петербург,Отд. изд.,1,0,,['аристократы'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Протопопов, Василий Михайлович","Любовь Периандра и Финомены, исполненная чувствительных для нежных сердец приключений",сочинил В.П.,1787,мужской,0,псевдоисторический галантно-героический роман,исторический,,,,,,0,3 лицо,['аристократия прошлого'],Москва,Отд. изд.,1,0,,['аристократы'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Филиппов, Андрей",История о храбром рыцаре Францыле Венциане и о прекрасной королевне Ренцывене,,1787,мужской,0,,,,,,,,0,,"['рыцари', 'королевы']",Москва,Отд. изд.,1,0,,"['рыцари', 'придворная знать']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,True
"Богданович, Петр Иванович","Кривонос-домосед, страдалец модный",,1789,мужской,0,сатира,юмористический,сатирический,нравоописательный,бытовой,просветительский,,0,1 лицо,['nan'],Санкт-Петербург,Отд. изд.,1,1,bogdanovich_p_krivonos-domosed_stradalez_modnyj_1789.txt,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Зиновьев, Дмитрий Николаевич","Торжествующая добродетель, или Жизнь и приключения гонимого фортуною Селима","Истинная повесть, в восточных странах происходившая и по свидетельству самовидца на российском языке сочинённая Д. Зиновьевым",1789,мужской,0,авантюрный,приключенческий,авантюрный,нравоучительный,сентиментальный,,,0,3 лицо,"['принцы', 'принцессы', 'короли', 'королевы и другие представители придворной знати']",Москва,Отд. изд.,1,1,zinovev_d_torzhestvuyushaya_dobrodetel_ili_zhizn_i_priklyucheniya_gonimogo_fortunoyu_selima_1789.txt,['придворная знать'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True
"Львов, Павел Юрьевич","Российская Памела, или История Марии, добродетельной поселянки",Сочинение Павла Львова,1789,мужской,0,любовный,любовный,,,,,,0,3 лицо,"['дворяне', 'крестьяне']",Санкт-Петербург,Отд. изд.,1,0,,"['дворяне', 'крестьяне']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Херасков, Михаил Матвеевич",Кадм и Гармония,Древнее повествование,1789,мужской,0,социально-психологический; нравоучительный,социальный,,,,,,0,3 лицо,['аристократия прошлого'],Москва,Отд. изд.,1,0,,['аристократы'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Эмин, Николай Федорович",Игра судьбы,,1789,мужской,0,"любовный, авантюрный",любовный,,,,,,0,в письмах,"['дворяне', 'помещики']",Санкт-Петербург,Отд. изд.,1,0,,"['дворяне', 'помещики']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Дмитриев, Александр Иванович",Слава русских и горе шведов,,1790,мужской,0,исторический,исторический,,,,,,0,1 лицо,"['военные', 'дворяне']",Санкт-Петербург,Отд. изд.,1,0,,"['военные', 'дворяне']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Львов, Павел Юрьевич","Храм истины, или Видение Сезостриса, царя египетского",Сочинение Павла Львова,1790,мужской,0,фантастический,фантастический,,,,,,0,1 лицо,['легендарные исторические фигуры'],Санкт-Петербург,Отд. изд.,1,0,,['легендарные исторические фигуры'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Радищев, Александр Николаевич",Путешествие из Петербурга в Москву,,1790,мужской,0,путешествие,,политический,сентиментальный,просветительский,философский,,1,1 лицо,['крестьяне'],Санкт-Петербург,Отд. изд.,1,1,radishev_a_puteshestvie_iz_peterburga_v_moskvu_1790.txt,['крестьяне'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Хомяков, Петр Захарович",Похождение некотораго россиянина,"Истинная повесть им самим писанная; Содержащая в себе историю его службы и походов, с приключениями и слышанными им повестями",1790,мужской,0,авантюрный,приключенческий,,,,,,0,1 лицо,['военные'],Москва,Отд. изд.,1,0,,['военные'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Городчанинов, Григорий Николаевич",Добродетельный богач,na,1791,мужской,0,нравоучительный,воспитания,,,,,,0,,['nan'],Москва,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Писарев, Александр Иевлевич","Переписка двух адских вельмож, Алгабека и Алгамека, находящихся по различным должностям в старом и новом свете",Переведена с арапоевропейского языка грекояпонским переводчиком в 1791 000 году,1792,мужской,0,"эпистолярный, сатирический",эпистолярный,,,,,,0,1 лицо,"['ч. 1-2', 'петиметры', 'кокетки', 'учителя-иностранцы. ч. 3', 'дворянство', 'масоны', 'якобинцы']",Москва,Отд. изд.,1,0,,"['другое', 'женщины', 'учителя', 'дворяне', 'сектанты', 'народности и этнические группы']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,True
"Захарьин, Петр Михайлович",Арфаксад,"Халдейская повесть, содержащая в себе: образ жизни и нравов древних восточных народов, новыя возстановления чиноначалия, низпровержения вредной независимости, соединения обществ, царств, воздвижение городов, первоначальныя причины военных действий и проч. с помещением в различных местах нравственных разсуждений к различным предметам относящихся.",1793,мужской,0,"нравоучительный, социально-психологический, философский, авантюрный",воспитания,,,,,,0,3 лицо,['народности и этнические группы'],Москва,Отд. изд.,1,0,,['народности и этнические группы'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Черневский, Р.",Повесть о непреоборимой любви Адаманта к Дафнисе,,1793,мужской,0,,,,,,,,0,,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Иноградский, Василий Александрович","Низверженный Зелул, образец злобы, или Жизнь и редкие приключения восточного принца Клеоранда и принцессы Зефизы",Сочинение У... Вас... Иног...,1794,мужской,0,"аллегорический, нравоучительный, авантюрный, социально-психологический, философский, фантастический",воспитания,,,,,,0,3 лицо,"['принцы', 'принцессы', 'короли', 'королевы и другие представители придворной знати египта']",Москва,Отд. изд.,1,0,,['придворная знать'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True
"Херасков, Михаил Матвеевич","Полидор, сын Кадма и Гармонии",,1794,мужской,0,"социально-психологический, нравоучительный",социальный,,,,,,0,3 лицо,['аристократия прошлого'],Москва,Отд. изд.,1,0,,['аристократы'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Богородский, Василий","Странные приключения Димитрия Магушкина, российского дворянина, описанные им на испанском языке, с которого переведены на немецкий, а с сего на российский язык",,1796,мужской,0,"приключение, похождения",приключенческий,,,,,,0,1 лицо,"['сын русского вельможи', 'крестьяне', 'татары']",Москва,Отд. изд.,1,0,,"['дворяне', 'крестьяне', 'народности и этнические группы']",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,True
"Горчаков, Дмитрий Петрович",Пламир и Раида,Российская повесть,1796,мужской,0,любовный,любовный,,,,,,0,3 лицо,"['дворяне', 'помещики']",Москва,Отд. изд.,1,0,,"['дворяне', 'помещики']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Березайский, Василий Семенович",Анекдоты древних пошехонцев,,1798,мужской,0,авантюрно-сатирический,приключенческий,сатирический,авантюрный,бытовой,фольклорный,,0,1 лицо,['nan'],Санкт-Петербург,Отд. изд.,1,1,berezajskij_v_anekdoty_drevnikh_poshekhonzev_1798.txt,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Захарьин, Петр Михайлович","Приключения Клеандра, храброго царевича Лакедемонского, и Ниотильды, королевны Фракийской",российское сочинение,1798,мужской,0,,,,,,,,0,3 лицо,['nan'],Николаев,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Галинковский, Яков Андреевич",Часы задумчивости,,1799,мужской,0,,,сентиментальный,философский,нравоучительный,,,0,1 лицо,['nan'],Москва,Отд. изд.,1,1,galinkovskij_ya_chasy_zadumchivosti_1799.txt,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Запольский, Иван Ипатович",Желанная встреча,,1799,мужской,0,"философский, аллегорический, нравоучительный",философский,,,,,,0,3 лицо,['nan'],Москва,"Иппокрена, или Утехи любословия",1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Измайлов, Александр Ефимович","Евгений, или Пагубные следствия дурного воспитания и сообщества",Повесть написанная А. Измайловым,1799,мужской,0,роман воспитания,воспитания,,,,,,0,3 лицо,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Гнедич, Николай Иванович","Мориц, или Жертва мщения",,1802,мужской,0,любовный,любовный,любовный,сентиментальный,психологический,готический,,0,3 лицо,['дворяне'],Москва,Отд. изд.,1,1,gnedich_n_moriz_ili_zhertva_msheniya_1802.txt,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Башурлов, Максим Петрович","Дикая европеанка, или Исправленное преступление одного добродетелью другого",Писана. в Г.....,1804,мужской,0,авантюрный,приключенческий,авантюрный,нравоучительный,сентиментальный,любовный,,0,1 лицо,['дворяне'],Санкт-Петербург,Отд. изд.,1,1,basharulov_m_dikaya_evropeyanka_ili_ispravlenie_prestupleniya_odnogo_dobrodetelyu_drugogo_1804.txt,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Галинковский, Яков Андреевич",Глафира или Прекрасная Валдайка,народный русский роман,1807,мужской,0,,,,,,,,0,в письмах,['nan'],Санкт-Петербург,Утренник прекрасного пола; Русский вестник,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Муравьев, Николай Назарьевич",Всеволод и Велеслава,"Произшествие, сохранившееся в письмах",1807,мужской,0,социально-психологический,социальный,,,,,,0,в письмах,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Бранкевич, Михаил Степанович (Стефанович)","Храбрый философ Лев Андреевич Громин, сослуживец Силы Андреевича Богатырева",Отрывок,1809,мужской,0,нравоучительный,воспитания,,,,,,0,1 лицо,['крестьянин-солдат'],Москва,Отд. изд.,1,0,,['казаки'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Извекова, Мария Евграфовна","Милена, или Редкий пример великодушия",сочинение девицы Марии Извековой,1809,женский,0,соционально-психологический,социальный,,,,,,0,3 лицо,['дворяне провинциальные'],Санкт-Петербург,Отд. изд.,1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Извекова, Мария Евграфовна",Торжествующая добродетель над коварством и злобою,Сочинение девицы Марьи Извековой,1809,женский,0,"социально-психологический, любовный",социальный,,,,,,0,3 лицо,['дворяне'],Санкт-Петербург,Отд. изд.,1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Извекова, Мария Евграфовна","Эмилия, или Печальные следствия безрассудной любви",Сочинение девицы Марьи Извековой,1809,женский,0,любовный,любовный,,,,,,0,3 лицо,['дворяне'],Санкт-Петербург,Отд. изд.,1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Львов, Федор Петрович",Письма Скимнина,,1813,мужской,0,сентиментальный,любовный,сентиментальный,эпистолярный,нравоучительный,философский,,0,в письмах,['дворяне'],Санкт-Петербург,Отд. изд.,1,1,lvov_f_pisma_skimnina_1813.txt,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Нарежный, Василий Трофимович","Российский Жилблаз, или Похождения графа Гаврилы Семеновича Чистякова",сочинение В. Нарежного,1814,мужской,0,авантюрный,приключенческий,плутовской,авантюрный,сатирический,бытовой,,0,3 лицо,"['дворяне', 'крестьяне']",,Отд. изд.,0,1,narezhnyj_v_rossijskij_zhilblaz_ili_pokhozhdeniya_knyazya_gavrily_simonovicha_chistyakova_1814.txt,"['дворяне', 'крестьяне']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Георгиевский, Иван Сергеевич","Евгения, или письма к другу",собранныя Иваном Георгиевским,1818,мужской,0,любовный,любовный,любовный,сентиментальный,эпистолярный,,,0,в письмах,['дворяне'],Санкт-Петербург,Отд. изд.,1,1,georgievskij_i_evgeniya_ili_pisma_k_drugu_1818.txt,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Свиньин, Павел Петрович","Торжество воспитания, или Исправленный супруг",быль [следующие части названы нравственный роман],1821,мужской,0,,,,,,,,0,в письмах,['дворяне'],,Отечественные записки,0,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Нарежный, Василий Трофимович","Аристион, или Перевоспитание",Справедливая повесть,1822,мужской,0,роман воспитания,воспитания,,,,,,0,3 лицо,['дворяне'],Санкт-Петербург,Отд. изд.,1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
